"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","gdd","gddf","tmax_winter","tmax_spring","tmax_summer","tmax_fall","tmax","tmaxf","tmin_winter","tmin_spring","tmin_summer","tmin_fall","tmin","tminf","prcp_winter","prcp_spring","prcp_summer","prcp_fall","prcp","acc_prcp","daylength"
2394,45.425339,-93.186249,280,"MN",99,"Betula","papyrifera","paper birch","Plantae",5111,498,"Colored leaves",2015,8,28,240,2457263,7,2015,10,12,285,2457308,8,2564.25,4615.65,-4.24,13.88,26.14,11.98,25.5,77.9,-13.59,0.78,14.37,0.65,13.5,56.3,40,238,403,151,0,655,47693
2395,45.402004,-93.204147,277,"MN",99,"Betula","papyrifera","paper birch","Plantae",5117,498,"Colored leaves",2015,8,28,240,2457263,7,2015,9,28,271,2457294,14,2567,4620.6,-4.23,13.87,26.15,12.02,25.5,77.9,-13.49,0.84,14.4,0.71,13.5,56.3,39,235,406,136,0,654,47693
2792,35.64893,-78.816948,115,"NC",97,"Betula","alleghaniensis","yellow birch","Plantae",6558,498,"Colored leaves",2015,5,21,141,2457164,26,2015,5,21,141,2457164,50,1430.75,2575.35,9.95,22.17,31.35,21.38,29,84.2,-1.58,9.23,19.92,9.41,16.5,61.7,341,293,330,314,0,490,50458
2792,35.64893,-78.816948,115,"NC",97,"Betula","alleghaniensis","yellow birch","Plantae",6558,498,"Colored leaves",2015,11,5,309,2457332,118,2015,11,5,309,2457332,-9999,5237.75,9427.95,9.95,22.17,31.35,21.38,20.5,68.9,-1.58,9.23,19.92,9.41,13.5,56.3,341,293,330,314,1,1137,37325
5076,64.925751,-147.880295,311,"AK",99,"Betula","papyrifera","paper birch","Plantae",9574,498,"Colored leaves",2015,9,5,248,2457271,4,2015,9,5,248,2457271,18,1670.75,3007.35,-11.06,8.78,18.84,1.48,16,60.8,-19.13,-5.52,7.46,-7.68,2,35.6,39,35,234,111,0,282,49766
5078,64.913361,-147.83815,174,"AK",430,"Betula","nana","dwarf birch","Plantae",9721,498,"Colored leaves",2015,8,28,240,2457263,33,2015,8,28,240,2457263,-9999,1658,2984.4,-11.21,9.23,19.18,1.83,9,48.2,-19.39,-5.5,7.63,-7.79,1,33.8,39,33,222,106,1,262,52877
5509,45.407852,-93.199257,275,"MN",99,"Betula","papyrifera","paper birch","Plantae",5102,498,"Colored leaves",2015,8,21,233,2457256,7,2015,10,6,279,2457302,6,2442.75,4396.95,-4.24,13.87,26.15,12.01,24.5,76.1,-13.57,0.78,14.39,0.66,11.5,52.7,40,238,413,144,0,640,49075
5509,45.407852,-93.199257,275,"MN",99,"Betula","papyrifera","paper birch","Plantae",5107,498,"Colored leaves",2015,9,11,254,2457277,14,2015,10,6,279,2457302,6,2858.5,5145.3,-4.24,13.87,26.15,12.01,19,66.2,-13.57,0.78,14.39,0.66,6.5,43.7,40,238,413,144,0,739,44928
5582,45.195858,-70.45369,360,"ME",99,"Betula","papyrifera","paper birch","Plantae",25359,498,"Colored leaves",2015,10,14,287,2457310,7,2015,10,18,291,2457314,8,2642.25,4756.05,-5.53,9.16,22.6,12.23,13.5,56.3,-16.94,-4.11,11.04,1.87,6.5,43.7,220,168,329,241,3,717,38707
5583,45.196041,-70.459015,349,"ME",99,"Betula","papyrifera","paper birch","Plantae",25357,498,"Colored leaves",2015,10,14,287,2457310,7,2015,10,18,291,2457314,8,2642.25,4756.05,-5.53,9.16,22.6,12.23,13.5,56.3,-16.94,-4.11,11.04,1.87,6.5,43.7,220,168,329,241,3,717,38707
5952,45.407852,-93.200974,281,"MN",97,"Betula","alleghaniensis","yellow birch","Plantae",10807,498,"Colored leaves",2015,9,18,261,2457284,3,2015,10,12,285,2457308,8,2986.75,5376.15,-4.24,13.88,26.14,12,21,69.8,-13.57,0.79,14.39,0.65,10.5,50.9,40,235,406,142,5,737,43546
6242,43.348259,-70.546036,1,"ME",99,"Betula","papyrifera","paper birch","Plantae",28514,498,"Colored leaves",2015,10,6,279,2457302,11,2015,10,30,303,2457326,-9999,3070.75,5527.35,-0.33,12.15,24.42,15.21,16,60.8,-10.52,0.13,14.46,5.3,4,39.2,361,170,333,307,0,803,40435
6242,43.348259,-70.546036,1,"ME",99,"Betula","papyrifera","paper birch","Plantae",28515,498,"Colored leaves",2015,10,6,279,2457302,11,2015,10,27,300,2457323,3,3070.75,5527.35,-0.33,12.15,24.42,15.21,16,60.8,-10.52,0.13,14.46,5.3,4,39.2,361,170,333,307,0,803,40435
6242,43.348259,-70.546036,1,"ME",99,"Betula","papyrifera","paper birch","Plantae",90115,498,"Colored leaves",2015,10,6,279,2457302,11,2015,10,30,303,2457326,-9999,3070.75,5527.35,-0.33,12.15,24.42,15.21,16,60.8,-10.52,0.13,14.46,5.3,4,39.2,361,170,333,307,0,803,40435
8898,35.688751,-83.501083,581,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29881,498,"Colored leaves",2015,9,12,255,2457278,8,2015,11,13,317,2457340,-9999,3738,6728.4,7.73,20.48,27.98,18.93,24,75.2,-3.05,7.42,16.77,6.94,15,59,279,345,417,341,3,965,44237
8898,35.688751,-83.501083,581,"TN",98,"Betula","lenta","sweet birch","Plantae",29882,498,"Colored leaves",2015,9,12,255,2457278,8,2015,11,13,317,2457340,-9999,3738,6728.4,7.73,20.48,27.98,18.93,24,75.2,-3.05,7.42,16.77,6.94,15,59,279,345,417,341,3,965,44237
8898,35.688751,-83.501083,581,"TN",98,"Betula","lenta","sweet birch","Plantae",29891,498,"Colored leaves",2015,9,12,255,2457278,8,2015,11,13,317,2457340,-9999,3738,6728.4,7.73,20.48,27.98,18.93,24,75.2,-3.05,7.42,16.77,6.94,15,59,279,345,417,341,3,965,44237
8898,35.688751,-83.501083,581,"TN",98,"Betula","lenta","sweet birch","Plantae",29892,498,"Colored leaves",2015,9,12,255,2457278,8,2015,11,13,317,2457340,-9999,3738,6728.4,7.73,20.48,27.98,18.93,24,75.2,-3.05,7.42,16.77,6.94,15,59,279,345,417,341,3,965,44237
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29912,498,"Colored leaves",2015,9,18,261,2457284,14,2015,10,16,289,2457312,-9999,2568.25,4622.85,2.67,13.14,21,12.75,19.5,67.1,-6.63,3.11,11.96,3.07,6.5,43.7,434,475,537,477,0,1323,43546
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29913,498,"Colored leaves",2015,9,4,247,2457270,7,2015,10,16,289,2457312,-9999,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29914,498,"Colored leaves",2015,9,18,261,2457284,14,2015,10,9,282,2457305,-9999,2568.25,4622.85,2.67,13.14,21,12.75,19.5,67.1,-6.63,3.11,11.96,3.07,6.5,43.7,434,475,537,477,0,1323,43546
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29915,498,"Colored leaves",2015,9,4,247,2457270,7,2015,9,25,268,2457291,12,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29916,498,"Colored leaves",2015,9,4,247,2457270,7,2015,10,16,289,2457312,-9999,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29917,498,"Colored leaves",2015,8,21,233,2457256,3,2015,10,16,289,2457312,-9999,2171.25,3908.25,2.67,13.14,21,12.75,19,66.2,-6.63,3.11,11.96,3.07,11.5,52.7,434,475,537,477,0,1288,47347
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29918,498,"Colored leaves",2015,8,21,233,2457256,3,2015,10,16,289,2457312,-9999,2171.25,3908.25,2.67,13.14,21,12.75,19,66.2,-6.63,3.11,11.96,3.07,11.5,52.7,434,475,537,477,0,1288,47347
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29919,498,"Colored leaves",2015,9,4,247,2457270,7,2015,10,16,289,2457312,-9999,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29921,498,"Colored leaves",2015,9,4,247,2457270,7,2015,10,16,289,2457312,-9999,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29922,498,"Colored leaves",2015,9,4,247,2457270,7,2015,10,16,289,2457312,-9999,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29923,498,"Colored leaves",2015,9,4,247,2457270,7,2015,10,16,289,2457312,-9999,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29925,498,"Colored leaves",2015,9,4,247,2457270,7,2015,10,9,282,2457305,-9999,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",29926,498,"Colored leaves",2015,9,4,247,2457270,7,2015,10,9,282,2457305,-9999,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8901,35.590618,-83.470062,1794,"TN",97,"Betula","alleghaniensis","yellow birch","Plantae",77754,498,"Colored leaves",2015,9,4,247,2457270,7,2015,10,9,282,2457305,-9999,2386.5,4295.7,2.67,13.14,21,12.75,23.5,74.3,-6.63,3.11,11.96,3.07,13,55.4,434,475,537,477,0,1293,45619
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",30501,498,"Colored leaves",2015,9,6,249,2457272,21,2015,10,5,278,2457301,-9999,3756,6760.8,8.27,21.4,28.82,19.68,29.5,85.1,-2.62,7.89,17.28,7.38,16.5,61.7,261,348,438,329,0,957,45274
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",30502,498,"Colored leaves",2015,9,6,249,2457272,21,2015,10,5,278,2457301,-9999,3756,6760.8,8.27,21.4,28.82,19.68,29.5,85.1,-2.62,7.89,17.28,7.38,16.5,61.7,261,348,438,329,0,957,45274
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",30503,498,"Colored leaves",2015,9,6,249,2457272,21,2015,10,5,278,2457301,-9999,3756,6760.8,8.27,21.4,28.82,19.68,29.5,85.1,-2.62,7.89,17.28,7.38,16.5,61.7,261,348,438,329,0,957,45274
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",30504,498,"Colored leaves",2015,9,6,249,2457272,21,2015,10,5,278,2457301,-9999,3756,6760.8,8.27,21.4,28.82,19.68,29.5,85.1,-2.62,7.89,17.28,7.38,16.5,61.7,261,348,438,329,0,957,45274
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",50700,498,"Colored leaves",2015,7,19,200,2457223,49,2015,7,19,200,2457223,6,2616.25,4709.25,8.27,21.4,28.82,19.68,31,87.8,-2.62,7.89,17.28,7.38,19.5,67.1,261,348,438,329,3,863,50803
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",50700,498,"Colored leaves",2015,9,6,249,2457272,21,2015,10,5,278,2457301,-9999,3756,6760.8,8.27,21.4,28.82,19.68,29.5,85.1,-2.62,7.89,17.28,7.38,16.5,61.7,261,348,438,329,0,957,45274
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",50736,498,"Colored leaves",2015,7,19,200,2457223,49,2015,7,19,200,2457223,6,2616.25,4709.25,8.27,21.4,28.82,19.68,31,87.8,-2.62,7.89,17.28,7.38,19.5,67.1,261,348,438,329,3,863,50803
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",50736,498,"Colored leaves",2015,9,6,249,2457272,21,2015,9,6,249,2457272,29,3756,6760.8,8.27,21.4,28.82,19.68,29.5,85.1,-2.62,7.89,17.28,7.38,16.5,61.7,261,348,438,329,0,957,45274
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",50737,498,"Colored leaves",2015,7,19,200,2457223,49,2015,7,19,200,2457223,6,2616.25,4709.25,8.27,21.4,28.82,19.68,31,87.8,-2.62,7.89,17.28,7.38,19.5,67.1,261,348,438,329,3,863,50803
8981,35.729073,-83.406631,439,"TN",98,"Betula","lenta","sweet birch","Plantae",50737,498,"Colored leaves",2015,9,6,249,2457272,21,2015,10,5,278,2457301,-9999,3756,6760.8,8.27,21.4,28.82,19.68,29.5,85.1,-2.62,7.89,17.28,7.38,16.5,61.7,261,348,438,329,0,957,45274
9044,44.272942,-73.947464,500,"NY",99,"Betula","papyrifera","paper birch","Plantae",67139,498,"Colored leaves",2015,9,11,254,2457277,84,2015,10,15,288,2457311,-9999,2311,4159.8,-4.69,10.4,23.16,12.2,22,71.6,-16.66,-3.47,10.49,2.02,10.5,50.9,180,207,476,206,0,783,44928
9044,44.272942,-73.947464,500,"NY",99,"Betula","papyrifera","paper birch","Plantae",67206,498,"Colored leaves",2015,9,11,254,2457277,84,2015,10,15,288,2457311,-9999,2311,4159.8,-4.69,10.4,23.16,12.2,22,71.6,-16.66,-3.47,10.49,2.02,10.5,50.9,180,207,476,206,0,783,44928
9044,44.272942,-73.947464,500,"NY",99,"Betula","papyrifera","paper birch","Plantae",68904,498,"Colored leaves",2015,9,11,254,2457277,84,2015,10,15,288,2457311,-9999,2311,4159.8,-4.69,10.4,23.16,12.2,22,71.6,-16.66,-3.47,10.49,2.02,10.5,50.9,180,207,476,206,0,783,44928
9338,35.642117,-83.692589,398,"TN",98,"Betula","lenta","sweet birch","Plantae",33217,498,"Colored leaves",2015,10,4,277,2457300,158,2015,10,4,277,2457300,42,4310.25,7758.45,8.27,21.34,28.78,19.63,19,66.2,-2.62,8.12,17.52,7.49,13,55.4,291,324,411,315,13,1074,41472
9338,35.642117,-83.692589,398,"TN",98,"Betula","lenta","sweet birch","Plantae",33220,498,"Colored leaves",2015,10,4,277,2457300,158,2015,10,4,277,2457300,42,4310.25,7758.45,8.27,21.34,28.78,19.63,19,66.2,-2.62,8.12,17.52,7.49,13,55.4,291,324,411,315,13,1074,41472
9343,35.642799,-83.695915,423,"TN",98,"Betula","lenta","sweet birch","Plantae",33166,498,"Colored leaves",2015,9,22,265,2457288,7,2015,10,8,281,2457304,21,4037.25,7267.05,8.06,21.04,28.45,19.35,24,75.2,-2.75,8.02,17.39,7.41,14,57.2,299,326,421,325,0,973,42854
9343,35.642799,-83.695915,423,"TN",98,"Betula","lenta","sweet birch","Plantae",33182,498,"Colored leaves",2015,10,4,277,2457300,12,2015,10,29,302,2457325,16,4260,7668,8.06,21.04,28.45,19.35,19,66.2,-2.75,8.02,17.39,7.41,13,55.4,299,326,421,325,12,1089,41472
10787,40.412285,-76.924904,375,"PA",98,"Betula","lenta","sweet birch","Plantae",42859,498,"Colored leaves",2015,8,31,243,2457266,14,2015,10,24,297,2457320,8,2768.75,4983.75,0.81,15.49,26.44,16.04,29.5,85.1,-8.29,2.32,14.72,4.92,15.5,59.9,216,355,491,267,0,949,46656
10787,40.412285,-76.924904,375,"PA",98,"Betula","lenta","sweet birch","Plantae",42860,498,"Colored leaves",2015,9,14,257,2457280,14,2015,10,11,284,2457307,13,3057.25,5503.05,0.81,15.49,26.44,16.04,19,66.2,-8.29,2.32,14.72,4.92,8,46.4,216,355,491,267,0,971,44237
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50312,498,"Colored leaves",2015,8,30,242,2457265,11,2015,8,30,242,2457265,2,3437.5,6187.5,7.61,20.34,27.84,18.81,26,78.8,-3.12,7.46,16.78,6.97,16,60.8,303,349,428,341,0,978,46310
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50312,498,"Colored leaves",2015,9,19,262,2457285,11,2015,10,20,293,2457316,8,3837,6906.6,7.61,20.34,27.84,18.81,26.5,79.7,-3.12,7.46,16.78,6.97,12.5,54.5,303,349,428,341,0,1001,43546
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50688,498,"Colored leaves",2015,9,19,262,2457285,11,2015,9,19,262,2457285,3,3837,6906.6,7.61,20.34,27.84,18.81,26.5,79.7,-3.12,7.46,16.78,6.97,12.5,54.5,303,349,428,341,0,1001,43546
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50688,498,"Colored leaves",2015,9,27,270,2457293,5,2015,10,20,293,2457316,8,3987.5,7177.5,7.61,20.34,27.84,18.81,23,73.4,-3.12,7.46,16.78,6.97,14.5,58.1,303,349,428,341,0,1026,42163
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50693,498,"Colored leaves",2015,8,30,242,2457265,11,2015,8,30,242,2457265,2,3437.5,6187.5,7.61,20.34,27.84,18.81,26,78.8,-3.12,7.46,16.78,6.97,16,60.8,303,349,428,341,0,978,46310
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50693,498,"Colored leaves",2015,9,19,262,2457285,18,2015,10,17,290,2457313,15,3837,6906.6,7.61,20.34,27.84,18.81,26.5,79.7,-3.12,7.46,16.78,6.97,12.5,54.5,303,349,428,341,0,1001,43546
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50694,498,"Colored leaves",2015,8,30,242,2457265,11,2015,8,30,242,2457265,2,3437.5,6187.5,7.61,20.34,27.84,18.81,26,78.8,-3.12,7.46,16.78,6.97,16,60.8,303,349,428,341,0,978,46310
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50694,498,"Colored leaves",2015,9,19,262,2457285,18,2015,10,17,290,2457313,15,3837,6906.6,7.61,20.34,27.84,18.81,26.5,79.7,-3.12,7.46,16.78,6.97,12.5,54.5,303,349,428,341,0,1001,43546
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50696,498,"Colored leaves",2015,8,30,242,2457265,11,2015,8,30,242,2457265,2,3437.5,6187.5,7.61,20.34,27.84,18.81,26,78.8,-3.12,7.46,16.78,6.97,16,60.8,303,349,428,341,0,978,46310
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50696,498,"Colored leaves",2015,9,19,262,2457285,11,2015,10,20,293,2457316,8,3837,6906.6,7.61,20.34,27.84,18.81,26.5,79.7,-3.12,7.46,16.78,6.97,12.5,54.5,303,349,428,341,0,1001,43546
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50697,498,"Colored leaves",2015,5,9,129,2457152,4,2015,5,9,129,2457152,3,974.5,1754.1,7.61,20.34,27.84,18.81,28,82.4,-3.12,7.46,16.78,6.97,14,57.2,303,349,428,341,0,517,49421
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50697,498,"Colored leaves",2015,8,30,242,2457265,11,2015,8,30,242,2457265,2,3437.5,6187.5,7.61,20.34,27.84,18.81,26,78.8,-3.12,7.46,16.78,6.97,16,60.8,303,349,428,341,0,978,46310
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50697,498,"Colored leaves",2015,9,27,270,2457293,5,2015,10,20,293,2457316,8,3987.5,7177.5,7.61,20.34,27.84,18.81,23,73.4,-3.12,7.46,16.78,6.97,14.5,58.1,303,349,428,341,0,1026,42163
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50697,498,"Colored leaves",2015,11,1,305,2457328,4,2015,11,1,305,2457328,5,4496.75,8094.15,7.61,20.34,27.84,18.81,17,62.6,-3.12,7.46,16.78,6.97,7.5,45.5,303,349,428,341,2,1202,37670
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69416,498,"Colored leaves",2015,8,18,230,2457253,14,2015,11,5,309,2457332,7,2613.75,4704.75,1.53,15.14,27.35,17.23,32,89.6,-7.76,3.23,16.43,6.7,20,68,297,222,290,264,0,672,48730
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69424,498,"Colored leaves",2015,8,27,239,2457262,9,2015,9,21,264,2457287,7,2822.75,5080.95,1.53,15.14,27.35,17.23,25.5,77.9,-7.76,3.23,16.43,6.7,14.5,58.1,297,222,290,264,0,687,47347
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69424,498,"Colored leaves",2015,10,16,289,2457312,7,2015,10,29,302,2457325,14,3731.25,6716.25,1.53,15.14,27.35,17.23,16,60.8,-7.76,3.23,16.43,6.7,6,42.8,297,222,290,264,0,824,39053
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69430,498,"Colored leaves",2015,8,18,230,2457253,14,2015,9,21,264,2457287,7,2613.75,4704.75,1.53,15.14,27.35,17.23,32,89.6,-7.76,3.23,16.43,6.7,20,68,297,222,290,264,0,672,48730
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69430,498,"Colored leaves",2015,10,16,289,2457312,7,2015,10,22,295,2457318,7,3731.25,6716.25,1.53,15.14,27.35,17.23,16,60.8,-7.76,3.23,16.43,6.7,6,42.8,297,222,290,264,0,824,39053
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69432,498,"Colored leaves",2015,8,18,230,2457253,14,2015,10,22,295,2457318,7,2613.75,4704.75,1.53,15.14,27.35,17.23,32,89.6,-7.76,3.23,16.43,6.7,20,68,297,222,290,264,0,672,48730
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69433,498,"Colored leaves",2015,8,18,230,2457253,14,2015,8,18,230,2457253,9,2613.75,4704.75,1.53,15.14,27.35,17.23,32,89.6,-7.76,3.23,16.43,6.7,20,68,297,222,290,264,0,672,48730
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69433,498,"Colored leaves",2015,9,2,245,2457268,6,2015,9,4,247,2457270,17,2958.75,5325.75,1.53,15.14,27.35,17.23,31.5,88.7,-7.76,3.23,16.43,6.7,17,62.6,297,222,290,264,0,687,46310
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69433,498,"Colored leaves",2015,10,6,279,2457302,8,2015,10,22,295,2457318,7,3595,6471,1.53,15.14,27.35,17.23,20.5,68.9,-7.76,3.23,16.43,6.7,6,42.8,297,222,290,264,0,820,40435
