"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no"
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,501,"Open flowers",2013,7,28,209,2456502,7,2013,7,28,209,2456502,7
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,504,"Recent fruit or seed drop",2013,3,3,62,2456355,7,2013,3,3,62,2456355,7
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,516,"Fruits",2013,1,5,5,2456298,-9999,2013,2,24,55,2456348,7
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,516,"Fruits",2013,7,28,209,2456502,7,2013,7,28,209,2456502,7
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,516,"Fruits",2013,9,15,258,2456551,8,2013,11,3,307,2456600,8
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,390,"Ripe fruits",2013,10,23,296,2456589,1,2013,10,23,296,2456589,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,390,"Ripe fruits",2013,11,9,313,2456606,1,2013,11,9,313,2456606,3
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2013,9,20,263,2456556,220,2013,10,9,282,2456575,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2013,10,14,287,2456580,4,2013,10,25,298,2456591,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2013,10,30,303,2456596,2,2013,10,31,304,2456597,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2013,11,4,308,2456601,3,2013,11,4,308,2456601,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2013,11,7,311,2456604,1,2013,11,7,311,2456604,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2013,10,4,277,2456570,1,2013,10,4,277,2456570,4
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2013,10,14,287,2456580,4,2013,10,14,287,2456580,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2013,10,23,296,2456589,1,2013,10,24,297,2456590,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2013,11,6,310,2456603,1,2013,11,6,310,2456603,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,504,"Recent fruit or seed drop",2013,10,31,304,2456597,1,2013,10,31,304,2456597,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,504,"Recent fruit or seed drop",2013,11,8,312,2456605,1,2013,11,8,312,2456605,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,504,"Recent fruit or seed drop",2013,11,12,316,2456609,3,2013,11,12,316,2456609,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,10,14,287,2456580,4,2013,10,14,287,2456580,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,10,22,295,2456588,5,2013,10,23,296,2456589,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,10,27,300,2456593,2,2013,10,27,300,2456593,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,10,30,303,2456596,2,2013,10,31,304,2456597,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,11,2,306,2456599,1,2013,11,4,308,2456601,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,11,7,311,2456604,1,2013,11,7,311,2456604,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,11,9,313,2456606,1,2013,11,9,313,2456606,3
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,11,15,319,2456612,2,2013,11,15,319,2456612,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,11,20,324,2456617,2,2013,11,20,324,2456617,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,11,29,333,2456626,2,2013,11,29,333,2456626,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2013,12,2,336,2456629,1,2013,12,2,336,2456629,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16120,500,"Flowers or flower buds",2013,10,10,283,2456576,13,2013,10,10,283,2456576,4
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16120,500,"Flowers or flower buds",2013,10,25,298,2456591,2,2013,10,25,298,2456591,7
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16120,504,"Recent fruit or seed drop",2013,10,10,283,2456576,13,2013,10,14,287,2456580,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16120,504,"Recent fruit or seed drop",2013,11,13,317,2456610,4,2013,11,13,317,2456610,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16120,504,"Recent fruit or seed drop",2013,11,20,324,2456617,2,2013,11,20,324,2456617,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16120,516,"Fruits",2013,10,10,283,2456576,240,2013,10,10,283,2456576,4
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,500,"Flowers or flower buds",2013,10,24,297,2456590,10,2013,10,25,298,2456591,4
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,500,"Flowers or flower buds",2013,11,1,305,2456598,1,2013,11,1,305,2456598,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,500,"Flowers or flower buds",2013,11,3,307,2456600,1,2013,11,3,307,2456600,3
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,500,"Flowers or flower buds",2013,11,8,312,2456605,1,2013,11,8,312,2456605,4
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,500,"Flowers or flower buds",2013,11,18,322,2456615,1,2013,11,18,322,2456615,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,500,"Flowers or flower buds",2013,11,27,331,2456624,1,2013,11,27,331,2456624,5
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,501,"Open flowers",2013,11,2,306,2456599,1,2013,11,2,306,2456599,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,504,"Recent fruit or seed drop",2013,10,24,297,2456590,10,2013,10,25,298,2456591,4
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,504,"Recent fruit or seed drop",2013,11,1,305,2456598,1,2013,11,3,307,2456600,3
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,504,"Recent fruit or seed drop",2013,11,7,311,2456604,1,2013,11,7,311,2456604,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,504,"Recent fruit or seed drop",2013,11,15,319,2456612,1,2013,11,15,319,2456612,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,516,"Fruits",2013,10,14,287,2456580,4,2013,10,24,297,2456590,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,516,"Fruits",2013,10,29,302,2456595,4,2013,10,29,302,2456595,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,516,"Fruits",2013,11,1,305,2456598,1,2013,11,1,305,2456598,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,516,"Fruits",2013,11,8,312,2456605,1,2013,11,8,312,2456605,4
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,516,"Fruits",2013,11,14,318,2456611,2,2013,11,14,318,2456611,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16121,516,"Fruits",2013,11,18,322,2456615,1,2013,11,18,322,2456615,1
9257,32.365673,-111.047997,724,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",32641,500,"Flowers or flower buds",2013,4,27,117,2456410,-9999,2013,4,27,117,2456410,-9999
9257,32.365673,-111.047997,724,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",32650,500,"Flowers or flower buds",2013,4,27,117,2456410,-9999,2013,4,27,117,2456410,-9999
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39257,390,"Ripe fruits",2013,6,25,176,2456469,7,2013,7,2,183,2456476,7
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39257,500,"Flowers or flower buds",2013,4,30,120,2456413,7,2013,7,2,183,2456476,7
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39257,501,"Open flowers",2013,5,16,136,2456429,2,2013,6,11,162,2456455,7
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39257,504,"Recent fruit or seed drop",2013,6,25,176,2456469,7,2013,6,25,176,2456469,7
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39257,516,"Fruits",2013,5,21,141,2456434,7,2013,7,9,190,2456483,35
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39258,390,"Ripe fruits",2013,6,11,162,2456455,7,2013,6,18,169,2456462,7
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39258,500,"Flowers or flower buds",2013,4,11,101,2456394,9,2013,5,14,134,2456427,7
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39258,500,"Flowers or flower buds",2013,6,11,162,2456455,7,2013,7,2,183,2456476,7
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39258,501,"Open flowers",2013,4,27,117,2456410,4,2013,5,14,134,2456427,7
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39258,501,"Open flowers",2013,6,18,169,2456462,7,2013,7,2,183,2456476,7
1918,32.37611,-110.997795,748,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",39258,516,"Fruits",2013,5,7,127,2456420,7,2013,7,9,190,2456483,35
11587,33.462444,-111.944618,391,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",48315,390,"Ripe fruits",2013,8,16,228,2456521,16,2013,8,16,228,2456521,22
11587,33.462444,-111.944618,391,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",48315,504,"Recent fruit or seed drop",2013,7,31,212,2456505,-9999,2013,8,16,228,2456521,22
11587,33.462444,-111.944618,391,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",48315,516,"Fruits",2013,7,31,212,2456505,-9999,2013,8,16,228,2456521,22
11587,33.462444,-111.944618,391,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",48769,504,"Recent fruit or seed drop",2013,7,31,212,2456505,-9999,2013,8,16,228,2456521,50
11587,33.462444,-111.944618,391,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",48770,390,"Ripe fruits",2013,7,31,212,2456505,-9999,2013,8,16,228,2456521,50
11587,33.462444,-111.944618,391,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",48770,504,"Recent fruit or seed drop",2013,7,31,212,2456505,-9999,2013,8,16,228,2456521,50
11587,33.462444,-111.944618,391,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",48770,516,"Fruits",2013,7,31,212,2456505,-9999,2013,8,16,228,2456521,50
11587,33.462444,-111.944618,391,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",48771,504,"Recent fruit or seed drop",2013,7,31,212,2456505,-9999,2013,8,16,228,2456521,50
12332,32.221745,-110.926476,756,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",51988,500,"Flowers or flower buds",2013,10,3,276,2456569,-9999,2013,10,3,276,2456569,-9999
12332,32.221745,-110.926476,756,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",51988,501,"Open flowers",2013,10,3,276,2456569,-9999,2013,10,3,276,2456569,20
12332,32.221745,-110.926476,756,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",51988,504,"Recent fruit or seed drop",2013,10,23,296,2456589,20,2013,10,23,296,2456589,-9999
12332,32.221745,-110.926476,756,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",51988,516,"Fruits",2013,10,3,276,2456569,-9999,2013,10,23,296,2456589,-9999
12452,32.221745,-110.926476,759,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",52636,500,"Flowers or flower buds",2013,10,16,289,2456582,-9999,2013,10,16,289,2456582,-9999
12452,32.221745,-110.926476,759,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",52636,501,"Open flowers",2013,10,16,289,2456582,-9999,2013,10,16,289,2456582,-9999
12452,32.221745,-110.926476,759,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",52636,516,"Fruits",2013,10,16,289,2456582,-9999,2013,10,16,289,2456582,-9999
12437,32.231831,-110.950951,742,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",52914,500,"Flowers or flower buds",2013,10,11,284,2456577,-9999,2013,10,31,304,2456597,7
12437,32.231831,-110.950951,742,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",52914,516,"Fruits",2013,10,11,284,2456577,-9999,2013,10,31,304,2456597,7
12452,32.221745,-110.926476,759,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",52920,500,"Flowers or flower buds",2013,10,21,294,2456587,-9999,2013,10,21,294,2456587,10
12452,32.221745,-110.926476,759,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",52920,516,"Fruits",2013,10,21,294,2456587,-9999,2013,11,4,308,2456601,-9999
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4865,390,"Ripe fruits",2014,6,22,173,2456831,27,2014,6,29,180,2456838,13
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4865,500,"Flowers or flower buds",2014,5,8,128,2456786,11,2014,6,22,173,2456831,7
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4865,501,"Open flowers",2014,5,26,146,2456804,8,2014,5,26,146,2456804,34
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4865,504,"Recent fruit or seed drop",2014,6,22,173,2456831,27,2014,6,29,180,2456838,13
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4865,516,"Fruits",2014,5,26,146,2456804,8,2014,6,29,180,2456838,13
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4866,390,"Ripe fruits",2014,6,22,173,2456831,27,2014,6,22,173,2456831,7
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4866,500,"Flowers or flower buds",2014,4,12,102,2456760,8,2014,5,18,138,2456796,8
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4866,501,"Open flowers",2014,5,8,128,2456786,11,2014,5,18,138,2456796,8
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4866,504,"Recent fruit or seed drop",2014,6,22,173,2456831,27,2014,6,29,180,2456838,13
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",4866,516,"Fruits",2014,4,27,117,2456775,7,2014,6,22,173,2456831,7
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,390,"Ripe fruits",2014,5,26,146,2456804,8,2014,5,26,146,2456804,34
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,500,"Flowers or flower buds",2014,3,16,75,2456733,7,2014,5,8,128,2456786,10
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,500,"Flowers or flower buds",2014,5,26,146,2456804,8,2014,5,26,146,2456804,27
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,500,"Flowers or flower buds",2014,6,29,180,2456838,7,2014,6,29,180,2456838,13
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,501,"Open flowers",2014,4,12,102,2456760,8,2014,5,8,128,2456786,10
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,504,"Recent fruit or seed drop",2014,5,26,146,2456804,8,2014,6,29,180,2456838,13
2329,32.354759,-110.939194,961,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",5653,516,"Fruits",2014,4,20,110,2456768,8,2014,6,29,180,2456838,13
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,390,"Ripe fruits",2014,5,25,145,2456803,59,2014,6,10,161,2456819,15
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,390,"Ripe fruits",2014,6,27,178,2456836,2,2014,6,27,178,2456836,18
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2014,5,25,145,2456803,59,2014,6,10,161,2456819,15
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2014,6,27,178,2456836,2,2014,6,27,178,2456836,18
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2014,10,11,284,2456942,1,2014,10,11,284,2456942,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2014,10,28,301,2456959,1,2014,10,29,302,2456960,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2014,11,4,308,2456966,2,2014,11,4,308,2456966,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2014,11,11,315,2456973,1,2014,11,11,315,2456973,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2014,11,18,322,2456980,1,2014,11,18,322,2456980,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,500,"Flowers or flower buds",2014,11,27,331,2456989,1,2014,11,27,331,2456989,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2014,5,25,145,2456803,59,2014,6,10,161,2456819,15
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2014,6,27,178,2456836,2,2014,6,27,178,2456836,18
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2014,10,5,278,2456936,1,2014,10,5,278,2456936,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2014,10,8,281,2456939,1,2014,10,8,281,2456939,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2014,10,24,297,2456955,1,2014,10,24,297,2456955,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2014,10,27,300,2456958,1,2014,10,27,300,2456958,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2014,10,29,302,2456960,1,2014,10,29,302,2456960,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2014,11,11,315,2456973,1,2014,11,11,315,2456973,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,501,"Open flowers",2014,11,27,331,2456989,1,2014,11,27,331,2456989,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,504,"Recent fruit or seed drop",2014,6,8,159,2456817,12,2014,9,4,247,2456905,4
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,504,"Recent fruit or seed drop",2014,9,18,261,2456919,2,2014,9,18,261,2456919,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,504,"Recent fruit or seed drop",2014,10,5,278,2456936,1,2014,10,5,278,2456936,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,504,"Recent fruit or seed drop",2014,10,9,282,2456940,1,2014,10,9,282,2456940,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2014,5,25,145,2456803,59,2014,6,10,161,2456819,15
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2014,6,27,178,2456836,2,2014,6,27,178,2456836,18
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2014,9,18,261,2456919,2,2014,9,18,261,2456919,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16042,516,"Fruits",2014,10,5,278,2456936,1,2014,10,5,278,2456936,1
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,390,"Ripe fruits",2014,5,22,142,2456800,56,2014,5,22,142,2456800,19
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,390,"Ripe fruits",2014,6,27,178,2456836,2,2014,6,27,178,2456836,18
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,500,"Flowers or flower buds",2014,5,22,142,2456800,56,2014,5,22,142,2456800,19
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,500,"Flowers or flower buds",2014,6,27,178,2456836,2,2014,6,27,178,2456836,18
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,501,"Open flowers",2014,5,22,142,2456800,56,2014,5,22,142,2456800,19
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,501,"Open flowers",2014,6,27,178,2456836,2,2014,6,27,178,2456836,18
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,504,"Recent fruit or seed drop",2014,6,25,176,2456834,15,2014,7,15,196,2456854,50
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,504,"Recent fruit or seed drop",2014,9,18,261,2456919,2,2014,9,18,261,2456919,4
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,504,"Recent fruit or seed drop",2014,10,6,279,2456937,3,2014,10,6,279,2456937,2
6102,32.23188,-110.951012,743,"AZ",210,"Carnegiea","gigantea","saguaro","Plantae",16119,504,"Recent fruit or seed drop",2014,10,14,287,2456945,1,2014,10,14,287,2456945,2
