#
# Transition date estimate for harvard
#
# Site: harvard
# Veg Type: DB
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2008
# Year max: 2020
# Final Processing Date: 2020-08-20
# Final Processing Time: 05:35:32
# Spline RMSE gcc_mean: 0.00334
# Spline RMSE gcc_50: 0.00318
# Spline RMSE gcc_75: 0.00358
# Spline RMSE gcc_90: 0.00432
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
harvard,DB,1000,rising,gcc_75,2015-04-30,2015-05-05,2015-05-11,2015-04-29,2015-05-04,2015-05-09,2015-05-03,2015-05-07,2015-05-12,0.3785,0.39068,0.41757,0.37112,0.45963
harvard,DB,1000,rising,gcc_75,2016-05-06,2016-05-12,2016-05-18,2016-05-05,2016-05-11,2016-05-16,2016-05-09,2016-05-14,2016-05-19,0.38233,0.39826,0.42825,0.37392,0.47413
harvard,DB,1000,rising,gcc_75,2017-05-02,2017-05-09,2017-05-16,2017-04-27,2017-05-08,2017-05-14,2017-05-06,2017-05-11,2017-05-17,0.38344,0.396,0.43099,0.37255,0.48177
harvard,DB,1000,rising,gcc_75,2018-05-02,2018-05-08,2018-05-14,2018-04-30,2018-05-07,2018-05-12,2018-05-05,2018-05-10,2018-05-15,0.38223,0.3966,0.42727,0.37359,0.47267
harvard,DB,1000,rising,gcc_75,2019-05-05,2019-05-12,2019-05-18,2019-05-02,2019-05-11,2019-05-16,2019-05-08,2019-05-14,2019-05-19,0.38492,0.39911,0.42608,0.37578,0.47175
harvard,DB,1000,rising,gcc_75,2020-05-13,2020-05-16,2020-05-22,2020-05-12,2020-05-15,2020-05-20,2020-05-15,2020-05-18,2020-05-23,0.38309,0.39519,0.42395,0.37643,0.46564
harvard,DB,1000,rising,gcc_50,2008-05-04,2008-05-08,2008-05-15,2008-05-02,2008-05-07,2008-05-13,2008-05-06,2008-05-10,2008-05-16,0.37406,0.38578,0.41036,0.36589,0.4512
harvard,DB,1000,rising,gcc_50,2009-04-25,2009-05-02,2009-05-10,2009-04-19,2009-05-01,2009-05-08,2009-04-29,2009-05-04,2009-05-11,0.37222,0.38341,0.40905,0.36333,0.45246
harvard,DB,1000,rising,gcc_50,2010-04-20,2010-04-26,2010-05-03,2010-04-04,2010-04-25,2010-05-01,2010-04-23,2010-04-27,2010-05-04,0.3725,0.38727,0.41557,0.36444,0.4568
harvard,DB,1000,rising,gcc_50,2011-05-01,2011-05-07,2011-05-15,2011-04-28,2011-05-06,2011-05-13,2011-05-04,2011-05-09,2011-05-16,0.37449,0.38729,0.41605,0.3656,0.45846
harvard,DB,1000,rising,gcc_50,2012-04-20,2012-05-02,2012-05-09,2012-04-13,2012-05-01,2012-05-07,2012-04-26,2012-05-04,2012-05-10,0.37762,0.39144,0.42057,0.36798,0.46485
harvard,DB,1000,rising,gcc_50,2013-04-29,2013-05-04,2013-05-11,2013-04-27,2013-05-03,2013-05-09,2013-05-01,2013-05-06,2013-05-12,0.37643,0.38982,0.41622,0.36773,0.46073
harvard,DB,1000,rising,gcc_50,2014-05-07,2014-05-11,2014-05-17,2014-05-05,2014-05-10,2014-05-15,2014-05-09,2014-05-12,2014-05-18,0.37775,0.39162,0.42177,0.36876,0.46793
harvard,DB,1000,rising,gcc_50,2015-04-30,2015-05-05,2015-05-11,2015-04-28,2015-05-04,2015-05-09,2015-05-02,2015-05-07,2015-05-12,0.37607,0.38769,0.41408,0.36741,0.45489
harvard,DB,1000,rising,gcc_50,2016-05-06,2016-05-12,2016-05-18,2016-05-04,2016-05-11,2016-05-16,2016-05-08,2016-05-14,2016-05-19,0.37922,0.3944,0.42344,0.37016,0.46992
harvard,DB,1000,rising,gcc_50,2017-04-30,2017-05-09,2017-05-16,2017-04-26,2017-05-08,2017-05-14,2017-05-05,2017-05-11,2017-05-17,0.37953,0.39189,0.42445,0.36951,0.473
harvard,DB,1000,rising,gcc_50,2018-05-02,2018-05-08,2018-05-14,2018-04-30,2018-05-07,2018-05-13,2018-05-05,2018-05-10,2018-05-15,0.37925,0.39212,0.42216,0.37066,0.46921
harvard,DB,1000,rising,gcc_50,2019-05-05,2019-05-12,2019-05-18,2019-05-01,2019-05-11,2019-05-17,2019-05-08,2019-05-13,2019-05-19,0.38147,0.39506,0.42047,0.37214,0.46561
harvard,DB,1000,rising,gcc_50,2020-05-13,2020-05-17,2020-05-22,2020-05-12,2020-05-16,2020-05-21,2020-05-15,2020-05-18,2020-05-23,0.38049,0.3958,0.41938,0.37372,0.46204
harvard,DB,1000,rising,gcc_mean,2008-05-04,2008-05-08,2008-05-15,2008-05-02,2008-05-07,2008-05-13,2008-05-06,2008-05-09,2008-05-16,0.37287,0.38528,0.41079,0.36456,0.45011
harvard,DB,1000,rising,gcc_mean,2009-04-23,2009-05-02,2009-05-10,2009-04-18,2009-05-01,2009-05-08,2009-04-28,2009-05-04,2009-05-11,0.37052,0.38327,0.40958,0.36204,0.45133
harvard,DB,1000,rising,gcc_mean,2010-04-20,2010-04-25,2010-05-02,2010-04-05,2010-04-24,2010-05-01,2010-04-22,2010-04-27,2010-05-03,0.37197,0.38454,0.41139,0.36331,0.45618
harvard,DB,1000,rising,gcc_mean,2011-05-01,2011-05-07,2011-05-14,2011-04-28,2011-05-06,2011-05-13,2011-05-03,2011-05-09,2011-05-15,0.37375,0.38751,0.41166,0.36488,0.45672
harvard,DB,1000,rising,gcc_mean,2012-04-18,2012-05-01,2012-05-08,2012-04-12,2012-04-30,2012-05-07,2012-04-25,2012-05-03,2012-05-09,0.3767,0.38978,0.41625,0.36703,0.46465
harvard,DB,1000,rising,gcc_mean,2013-04-29,2013-05-03,2013-05-11,2013-04-26,2013-05-02,2013-05-09,2013-05-01,2013-05-05,2013-05-12,0.37574,0.38673,0.41694,0.36684,0.45968
harvard,DB,1000,rising,gcc_mean,2014-05-07,2014-05-11,2014-05-16,2014-05-05,2014-05-10,2014-05-15,2014-05-09,2014-05-12,2014-05-17,0.37686,0.39141,0.41812,0.36783,0.4676
harvard,DB,1000,rising,gcc_mean,2015-04-30,2015-05-05,2015-05-11,2015-04-28,2015-05-04,2015-05-09,2015-05-02,2015-05-07,2015-05-12,0.3751,0.38705,0.41372,0.36698,0.45447
harvard,DB,1000,rising,gcc_mean,2016-05-05,2016-05-11,2016-05-18,2016-05-04,2016-05-10,2016-05-16,2016-05-08,2016-05-13,2016-05-19,0.37728,0.3914,0.42402,0.36886,0.46927
harvard,DB,1000,rising,gcc_mean,2017-04-30,2017-05-09,2017-05-16,2017-04-26,2017-05-08,2017-05-14,2017-05-04,2017-05-11,2017-05-17,0.37895,0.39257,0.42604,0.36842,0.4753
harvard,DB,1000,rising,gcc_mean,2018-05-02,2018-05-08,2018-05-14,2018-04-30,2018-05-07,2018-05-12,2018-05-04,2018-05-10,2018-05-15,0.3787,0.39296,0.42319,0.36962,0.46784
harvard,DB,1000,rising,gcc_mean,2019-05-04,2019-05-11,2019-05-18,2019-05-01,2019-05-10,2019-05-16,2019-05-07,2019-05-13,2019-05-19,0.38025,0.39261,0.42146,0.37113,0.46671
harvard,DB,1000,rising,gcc_mean,2020-05-13,2020-05-16,2020-05-22,2020-05-12,2020-05-15,2020-05-21,2020-05-15,2020-05-18,2020-05-23,0.38037,0.3919,0.41974,0.37298,0.46127
harvard,DB,1000,falling,gcc_90,2019-10-21,2019-10-19,2019-10-13,2019-10-22,2019-10-20,2019-10-16,2019-10-19,2019-10-17,2019-10-12,0.38336,0.39446,0.42415,0.37562,0.46664
harvard,DB,1000,falling,gcc_90,2018-11-05,2018-11-01,2018-10-21,2018-11-06,2018-11-03,2018-10-25,2018-11-02,2018-10-30,2018-10-19,0.39074,0.40399,0.4258,0.38607,0.46331
harvard,DB,1000,falling,gcc_90,2017-11-04,2017-11-01,2017-10-22,2017-11-05,2017-11-02,2017-10-25,2017-11-02,2017-10-29,2017-10-20,0.38616,0.39785,0.42525,0.3785,0.47003
harvard,DB,1000,falling,gcc_90,2016-10-28,2016-10-24,2016-10-17,2016-10-29,2016-10-26,2016-10-19,2016-10-26,2016-10-22,2016-10-15,0.38642,0.39961,0.4218,0.37776,0.46521
harvard,DB,1000,falling,gcc_90,2015-10-27,2015-10-24,2015-10-17,2015-10-29,2015-10-25,2015-10-19,2015-10-25,2015-10-22,2015-10-15,0.39282,0.40164,0.42379,0.38518,0.46219
harvard,DB,1000,falling,gcc_90,2014-10-22,2014-10-18,2014-10-11,2014-10-23,2014-10-19,2014-10-13,2014-10-20,2014-10-16,2014-10-10,0.38011,0.3964,0.42509,0.37397,0.46883
harvard,DB,1000,falling,gcc_90,2013-10-18,2013-10-15,2013-10-05,2013-10-20,2013-10-16,2013-10-08,2013-10-16,2013-10-13,2013-10-01,0.38522,0.39627,0.42052,0.37664,0.46397
harvard,DB,1000,falling,gcc_90,2012-10-17,2012-10-13,2012-10-07,2012-10-18,2012-10-14,2012-10-09,2012-10-14,2012-10-11,2012-10-05,0.38732,0.39959,0.42014,0.38098,0.45919
harvard,DB,1000,falling,gcc_90,2011-10-28,2011-10-23,2011-10-11,2011-10-30,2011-10-25,2011-10-14,2011-10-26,2011-10-20,2011-10-08,0.38784,0.39893,0.42111,0.38009,0.46034
harvard,DB,1000,falling,gcc_90,2010-10-18,2010-10-14,2010-10-07,2010-10-19,2010-10-15,2010-10-09,2010-10-16,2010-10-12,2010-10-06,0.37691,0.3909,0.41318,0.37148,0.45314
harvard,DB,1000,falling,gcc_90,2009-10-21,2009-10-18,2009-10-11,2009-10-22,2009-10-19,2009-10-13,2009-10-19,2009-10-16,2009-10-09,0.38133,0.39197,0.41665,0.37356,0.45786
harvard,DB,1000,falling,gcc_90,2008-10-23,2008-10-20,2008-10-14,2008-10-24,2008-10-21,2008-10-16,2008-10-21,2008-10-18,2008-10-12,0.37103,0.38472,0.40813,0.36558,0.45004
harvard,DB,1000,falling,gcc_75,2019-10-21,2019-10-19,2019-10-14,2019-10-22,2019-10-20,2019-10-16,2019-10-20,2019-10-17,2019-10-13,0.38093,0.39174,0.41739,0.37336,0.45888
harvard,DB,1000,falling,gcc_75,2018-11-04,2018-11-01,2018-10-21,2018-11-06,2018-11-02,2018-10-24,2018-11-02,2018-10-29,2018-10-19,0.38965,0.3992,0.42152,0.38227,0.45929
harvard,DB,1000,falling,gcc_75,2017-11-04,2017-10-31,2017-10-23,2017-11-05,2017-11-01,2017-10-25,2017-11-02,2017-10-29,2017-10-21,0.38227,0.39707,0.41924,0.3762,0.46218
harvard,DB,1000,falling,gcc_75,2016-10-29,2016-10-24,2016-10-15,2016-10-30,2016-10-26,2016-10-18,2016-10-27,2016-10-22,2016-10-14,0.38072,0.39659,0.42038,0.37568,0.4605
harvard,DB,1000,falling,gcc_75,2015-10-27,2015-10-24,2015-10-18,2015-10-28,2015-10-25,2015-10-20,2015-10-25,2015-10-22,2015-10-17,0.37953,0.39016,0.41709,0.3733,0.45618
harvard,DB,1000,falling,gcc_75,2014-10-22,2014-10-18,2014-10-11,2014-10-23,2014-10-19,2014-10-13,2014-10-20,2014-10-16,2014-10-10,0.3779,0.39333,0.41925,0.37196,0.46329
harvard,DB,1000,falling,gcc_75,2013-10-18,2013-10-14,2013-10-05,2013-10-19,2013-10-15,2013-10-08,2013-10-16,2013-10-12,2013-10-03,0.3812,0.39563,0.41702,0.37586,0.45662
harvard,DB,1000,falling,gcc_75,2012-10-16,2012-10-12,2012-10-04,2012-10-17,2012-10-13,2012-10-07,2012-10-13,2012-10-10,2012-10-01,0.38615,0.39838,0.41842,0.3813,0.45439
harvard,DB,1000,falling,gcc_75,2011-10-28,2011-10-23,2011-10-10,2011-10-30,2011-10-24,2011-10-13,2011-10-26,2011-10-20,2011-10-08,0.38431,0.39448,0.41685,0.3772,0.45385
harvard,DB,1000,falling,gcc_75,2010-10-18,2010-10-14,2010-10-06,2010-10-19,2010-10-15,2010-10-08,2010-10-16,2010-10-12,2010-10-04,0.37415,0.38689,0.40902,0.36913,0.44792
harvard,DB,1000,falling,gcc_75,2009-10-21,2009-10-18,2009-10-11,2009-10-22,2009-10-19,2009-10-13,2009-10-19,2009-10-16,2009-10-09,0.37919,0.38921,0.41209,0.37171,0.45177
harvard,DB,1000,falling,gcc_75,2008-10-23,2008-10-20,2008-10-13,2008-10-24,2008-10-21,2008-10-15,2008-10-21,2008-10-18,2008-10-12,0.36769,0.38057,0.4054,0.36246,0.44566
harvard,DB,1000,falling,gcc_50,2019-10-21,2019-10-19,2019-10-14,2019-10-22,2019-10-20,2019-10-16,2019-10-20,2019-10-18,2019-10-13,0.37824,0.38879,0.41366,0.3697,0.45522
harvard,DB,1000,falling,gcc_50,2018-11-04,2018-11-01,2018-10-23,2018-11-05,2018-11-02,2018-10-25,2018-11-02,2018-10-30,2018-10-22,0.37433,0.38744,0.41387,0.36908,0.45577
harvard,DB,1000,falling,gcc_50,2017-11-04,2017-10-31,2017-10-22,2017-11-05,2017-11-01,2017-10-24,2017-11-02,2017-10-29,2017-10-21,0.3791,0.39318,0.41804,0.37336,0.45851
harvard,DB,1000,falling,gcc_50,2016-10-28,2016-10-24,2016-10-15,2016-10-29,2016-10-25,2016-10-17,2016-10-26,2016-10-22,2016-10-13,0.37923,0.39136,0.41443,0.37248,0.45623
harvard,DB,1000,falling,gcc_50,2015-10-25,2015-10-23,2015-10-17,2015-10-26,2015-10-24,2015-10-19,2015-10-23,2015-10-21,2015-10-16,0.37683,0.38593,0.41399,0.37031,0.45259
harvard,DB,1000,falling,gcc_50,2014-10-20,2014-10-17,2014-10-10,2014-10-21,2014-10-18,2014-10-11,2014-10-19,2014-10-15,2014-10-09,0.38022,0.39184,0.41511,0.37242,0.4575
harvard,DB,1000,falling,gcc_50,2013-10-18,2013-10-14,2013-10-05,2013-10-19,2013-10-15,2013-10-07,2013-10-16,2013-10-12,2013-10-03,0.37858,0.39234,0.41314,0.37341,0.45214
harvard,DB,1000,falling,gcc_50,2012-10-15,2012-10-12,2012-10-03,2012-10-16,2012-10-13,2012-10-06,2012-10-13,2012-10-10,2012-10-01,0.38196,0.39132,0.41294,0.37515,0.44962
harvard,DB,1000,falling,gcc_50,2011-10-28,2011-10-22,2011-10-10,2011-10-29,2011-10-24,2011-10-13,2011-10-25,2011-10-20,2011-10-08,0.38024,0.392,0.41205,0.37383,0.44765
harvard,DB,1000,falling,gcc_50,2010-10-18,2010-10-14,2010-10-05,2010-10-19,2010-10-15,2010-10-07,2010-10-16,2010-10-12,2010-10-04,0.37091,0.38331,0.40551,0.36598,0.44289
harvard,DB,1000,falling,gcc_50,2009-10-21,2009-10-18,2009-10-10,2009-10-22,2009-10-19,2009-10-13,2009-10-19,2009-10-16,2009-10-08,0.37498,0.38452,0.40845,0.36794,0.44642
harvard,DB,1000,falling,gcc_50,2008-10-23,2008-10-20,2008-10-13,2008-10-24,2008-10-21,2008-10-15,2008-10-21,2008-10-18,2008-10-12,0.36378,0.3765,0.40141,0.35863,0.44045
harvard,DB,1000,falling,gcc_mean,2019-10-22,2019-10-19,2019-10-14,2019-10-23,2019-10-20,2019-10-16,2019-10-20,2019-10-18,2019-10-13,0.37315,0.38844,0.41405,0.36871,0.45416
harvard,DB,1000,falling,gcc_mean,2018-11-04,2018-11-01,2018-10-22,2018-11-06,2018-11-02,2018-10-24,2018-11-02,2018-10-30,2018-10-20,0.38117,0.39171,0.41472,0.37402,0.4545
harvard,DB,1000,falling,gcc_mean,2017-11-04,2017-10-31,2017-10-23,2017-11-05,2017-11-01,2017-10-25,2017-11-02,2017-10-29,2017-10-21,0.37883,0.39273,0.41473,0.37203,0.45741
harvard,DB,1000,falling,gcc_mean,2016-10-28,2016-10-24,2016-10-15,2016-10-29,2016-10-25,2016-10-17,2016-10-26,2016-10-22,2016-10-14,0.37869,0.39108,0.4149,0.37184,0.45556
harvard,DB,1000,falling,gcc_mean,2015-10-26,2015-10-23,2015-10-18,2015-10-27,2015-10-24,2015-10-20,2015-10-24,2015-10-22,2015-10-17,0.37488,0.38727,0.41091,0.36727,0.451
harvard,DB,1000,falling,gcc_mean,2014-10-21,2014-10-17,2014-10-10,2014-10-22,2014-10-18,2014-10-12,2014-10-19,2014-10-16,2014-10-09,0.37626,0.39147,0.41538,0.37067,0.45674
harvard,DB,1000,falling,gcc_mean,2013-10-18,2013-10-15,2013-10-06,2013-10-20,2013-10-16,2013-10-08,2013-10-17,2013-10-13,2013-10-04,0.37837,0.38858,0.41083,0.37035,0.4512
harvard,DB,1000,falling,gcc_mean,2012-10-15,2012-10-12,2012-10-03,2012-10-17,2012-10-13,2012-10-06,2012-10-13,2012-10-10,2012-09-30,0.38263,0.39185,0.41246,0.37565,0.44832
harvard,DB,1000,falling,gcc_mean,2011-10-28,2011-10-23,2011-10-11,2011-10-30,2011-10-24,2011-10-14,2011-10-26,2011-10-20,2011-10-08,0.38008,0.39016,0.41008,0.37333,0.44632
harvard,DB,1000,falling,gcc_mean,2010-10-18,2010-10-14,2010-10-05,2010-10-19,2010-10-15,2010-10-08,2010-10-16,2010-10-12,2010-10-04,0.37046,0.38292,0.40601,0.36553,0.44214
harvard,DB,1000,falling,gcc_mean,2009-10-21,2009-10-18,2009-10-10,2009-10-22,2009-10-19,2009-10-13,2009-10-19,2009-10-16,2009-10-08,0.37408,0.38353,0.40686,0.36713,0.44504
harvard,DB,1000,falling,gcc_mean,2008-10-23,2008-10-20,2008-10-14,2008-10-24,2008-10-21,2008-10-16,2008-10-21,2008-10-18,2008-10-13,0.36298,0.376,0.39832,0.35776,0.43804
